Código;nombre;precio
DWAL0356;"ATORNILLADOR IMP. INAL. 1/4"" 20V MAX 2800RPM C/2BAT+CARG. DEWALT(DCF809D2-B2)";202505
DWAL0357;BATERIA POWERSTACK 20V MAX 5.0AH DEWALT(DCBP520-B3);94770
DWAL0358;"ESMERIL ANGULAR 7"" 2600W DEWALT(DWE497-B2C)";217000
DWAL0359;"ESMERIL ANGULAR INAL. 4.1/2"" 60V C/2BAT+CARG. FLEXVOLT DEWALT(DCG418T2-B2)";423820
DWAL0996;KIT ESMERIL ANG 4 1/2 + MALETA +5 DISCOS DWALT;29047
DWAL1025;BROCA CONCRETO PERCUSION DIAM. 8 X LARGO 120 MM (DW530800C);816
DWAL1057;"PUNTA PHILLIPS CRUZ 1"" N°2 2UNID. DEWALT(DW2002Z)(E5)";4270
DWAL1059;"PUNTA PHILLIPS DOBLE 2"" CRUZ N°2 PALETA N°8 2UNID. DEWALT(DW2024 Z)(E5)";3630
DWAL1065;"SOPORTE MAGNETICO 3"" 76.2MM DEWALT(DW2045 G)";15660
DWAL1066;"DADO MAGNETICO 5/16""X2-9/16"" DEWALT(DW2222)(E3)";11970
DWAL1067;"DADO MAGNETICO 3/8""X2-9/16"" DEWALT(DW2223)(E3)";6610
DWAL1068;"GUIA MAGNETICA 6"" 152MM DEWALT(DW2055)";15301
DWAL1072;"DISCO DE SIERRA 7.1/4"" 24DIENTES PACK 3UNID. DEWALT(DWA271424PK3)(E5)";40375
DWAL1079;"PUNTA SDS PLUS 10"" 250MM DEWALT(DWA0801)";7110
DWAL1080;CINCEL PLANO SDS PLUS 250X20MM DEWALT(DWA0802);5510
DWAL1081;PUNTA SDS MAX 400MM 10UNID. DEWALT(DWA0805B10)(E10);11852
DWAL1082;CINCEL PLANO SDS MAX 400X25MM DEWALT(DWA0807B10);11852
DWAL1083;PUNTA DE ABUJARDAR DEWALT(DW5843B10);76942
DWAL1084;"PUNTA HEXAGONAL 1.1/8"" 520MM DEWALT(DW5960)(E5)";51890
DWAL1086;"DISCO DE CORTE 7"" 3.2MM P/METAL ACERO INOX. DEWALT(DW44560)(E25)";1964
DWAL1097;"DISCO DIAMANTADO SEGMENTADO 9"" 230MM DEWALT(DW47902HP)(E5)";21408
DWAL1099;"DISCO DIAMANTADO CONTINUO 4.1/2"" 115MM 13.300RPM DEWALT(DW47451HP)(E5)";5431
DWAL1102;"DISCO DE LIJA TRASLAPADO 4.1/2"" 115MM GRANO120 13.300RPM MAX. DEWALT(DW8310-BR)(E10)";3461
DWAL1106;"DISCO DE LIJA TRASLAPADO 7"" 180MM GRANO40 8.700RPM MAX. DEWALT(DW8322-BR)(E10)";6723
DWAL1108;"COPA DIAMANTADA 4 "" 100MM DOBLE FILA DEWALT(DW4772-LA)";35753
DWAL1109;"COPA DIAMANTADA 7 "" 178MM DOBLE FILA DEWALT(DW4773-LA)";89191
DWAL1118;"DISCO DE SIERRA 12"" 40DIENTES DEWALT(DWA11240)(E5)";35413
DWAL1123;CUCHILLAS 82MM PARA CEPILLO D26676 DEWALT(DT3676-B2)(E10);19672
DWAL1125;"HOJA DE SIERRA DE CALAR 4"" 2UNID. P/MADERA DEWALT(DW3755H2)";7238
DWAL1126;"HOJA DE SIERRA DE CALAR 3"" 5UNID. P/ALUMINIO,F/VIDRIO Y METAL DEWALT(DW3774-5)";21010
DWAL1128;CUCHILLAS 82MM PARA CEPILLO DW680 DEWALT(DW6654);26913
DWAL1130;DISCO LIJA VELCRO GRANO80 GRUESO 5UNID. DEWALT(DW4301 X(E5);7883
DWAL1131;DISCO LIJA VELCRO GRANO120 MEDIO 5UNID. DEWALT(DW4303 X)(E5);4616
DWAL1133;DISCO LIJA VELCRO GRANO150 FINO 5UNID. DEWALT(DW4304 X)(E5);8512
DWAL1134;DISCO LIJA VELCRO GRANO220 ULTRA FINO5 UNID. DEWALT(DW4306 X)(E5);8730
DWAL1135;"CORTADORA INAL. 20V MAX VARILLAS 1/4""-3/8""-1/2"" DEWALT(DCS350B)";485368
DWAL1145;"REBAJADORA MANUAL 1/4"" 450W DEWALT(DWE6000-B2)";142830
DWAL1152;MOCHILA PORTA HERRAMIENTAS IMPERMEABLE CAP.43LT DEWALT(DWST98016-LA);87354
DWAL1158;"SIERRA CIRCULAR INAL. 7 1/4"" 60V C/2BAT+CARG. Y BOLSO DEWALT(DCS578T2-B2)";486220
DWAL1159;"ESMERIL ANGULAR 4.1/2"" 60V FLEXVOLT DEWALT (DCG418B-B2)";259260
DWAL1161;"ATORNILLADOR IMP. INAL. 1/4"" 20V MAX 3800RPM C/2BAT+CARG. DEWALT(DCF887M2-B2)";331330
DWAL1162;"ATORNILLADOR IMP. INAL. 1/4"" 20V MAX 2800RPM DEWALT(DCF7871B-B3)";143890
DWAL1163;"LLAVE DE IMPACTO INAL. 1/2"" 20V MAX ATOMIC DEWALT(DCF922B-B3)";167530
DWAL1164;"LLAVE DE IMPACTO INAL. 1/2"" 20V MAX XR DEWALT(DCF892B-B3)";241700
DWAL1165;"ESMERIL ANGULAR 4-1/2"" 20V MAX DEWALT(DCG413B-B2)";125240
DWAL1166;FOCO LED INAL. 20V MAX CON TRIPOIDE DEWALT(DCL079B);505189
DWAL1167;"TAL. PERC./ATOR. INAL. 1/2"" 20V MAX DEWALT(DCD7781B-B3)";94650
DWAL1168;"CORTASETOS INAL. 22"" 20V MAX XR DEWALT(DCHT820B)";152340
DWAL1169;"MOTOSIERRA INAL. 12"" 20V MAX XR DEWALT(DCCS621B)";242670
DWAL1170;"TAL. PERC./ATOR. INAL. 1/2"" 20V C/BAT+CARG. Y MAL. DEWALT(DCD796P1-B2)";249960
DWAL1172;CARGADOR FLEXVOLT 20V-60V MAX 8.0AH 1PUERTO DEWALT(DCB118-B2)(E4);38590
DWAL1173;"SIERRA CIRCULAR INAL. 7.1/4"" 20V C/2BAT+CARG. Y BOLSO DEWALT(DCS570H2-B2)";415580
DWAL1174;SIERRA SABLE INAL. 60V C/2BATERIAS+CARGADOR Y BOLSO DEWALT(DCS389T2-B2);535640
DWAL1175;"MATRACA INAL. 1/2"" 13MM 20V MAX DEWALT(DCF512B-B3)";228340
DWAL1176;"GRAPADORA INAL. 18GA 1/4"" A 1 .1/2"" 20V MAX XR DEWALT(DCN681B)";381358
DWAL1177;CEPILLO INALAMBRICO. 20V MAX DEWALT(DCP580B);236290
DWAL1178;"CLAVOS DE PUNTILLA 18GA 1"" BISELADA REVESTIDO 2500UND DEWALT(DBN18100-2)";4710
DWAL1179;"CLAVOS DE PUNTILLA 18GA 2"" BISELADA REVESTIDO 2500UND DEWALT(DBN18200-2)";7245
DWAL1180;"GRAPA DE CABEZA ANGOSTA  5/8""X1/4""  2500UNID DEWALT(DNS18063-2)";5243
DWAL1181;"GRAPA DE CABEZA ANGOSTA 1""X1/4"" 2500UNID DEWALT(DNS18100-2)";7245
DWAL1182;"GRAPA DE CABEZA ANGOSTA  1-1/2""X1/4"" 2500UNID DEWALT(DNS18150-2)";9831
DWAL1188;MARTILLO DEMOLEDOR INAL. 60V MAX 11KG SDS PLUS DEWALT(DCH911B-B3);2477148
DWAL1190;MARTILLO DEMOLEDOR INAL. 60V MAX 15KG HEX 28MM DEWALT(DCH966B-B3);2675317
DWAL1192;BATERIA FLEXVOLT 20V/60V 9.0/3.0AH DEWALT(DCB609-B3);249700
DWAL1194;CARGADOR FLEXVOLT 12V-20V-60V MAX 6.0AH 1PUERTO DEWALT(DCB1106-B2)(E4);80031
DWAL1196;STARTER KIT 1 BATERIA 2AH + 1 BATERIA 5AH + CARGADOR DEWALT(DCB225CK-B2);216794
DWAL1198;"ESMERIL ANGULAR 4.1/2"" 20V XR C/2BAT+CARG. Y BOLSO DEWALT(DCG413H2-B2)";561330
DWAL1200;"ESMERIL ANGULAR INAL. 4.1/2"" 60V C/BAT+CARG. DEWALT(DCG418T1-B2)";512512
DWAL1202;"TAL. PERC./ATOR. INAL. 1/2"" 20V C/2BAT+CARG. Y MAL.+BAT. REGALO DEWALT(DCD7781D2B2-BSOM25)";217620
DWAL1204;"SIERRA CIRCULAR INAL. 7.1/4"" 20V MAX + BAT. REGALO DEWALT(DCS570B-BSOM25)";304670
DWAL1206;"ESMERIL ANGULAR INAL. 4-1/2"" 20V MAX XR+BAT.REGALO DEWALT(DCG413B-B2-BSOM25)";205890
DWAL1208;"TALADRO PERC. INAL. 1/2"" 20V MAX XR +BAT. REGALO DEWALT(DCD1007XR-BSOM25)";390102
DWAL1210;"ATORNILLADOR IMP. INAL. 1/4"" 20V MAX XR 2800RPM C/2BAT+CARG DEWALT(DCF7871D2-B2)";260231
DWAL1212;"ATORNILLADOR IMP. INAL. 1/4"" 20V MAX XR 3400RPM DEWALT(DCF845B-B3)";230177
DWAL1213;"ATORNILLADOR IMP. INAL. 1/4"" 20V MAX XR 3800RPM DEWALT(DCF860B-B3)";214464
DWAL1214;"ATORNILLADOR INALAMBRICO 1/4"" 20V MAX XR 4400RPM DRYWALL DEWALT(DCF630B-B3)";263819
DWAL1215;BATERIA POWERPACK 20V MAX XR 8.0AH DEWALT(DCB2108-B3);197414
DWAL1216;BATERIA POWERSTACK 20V MAX 1.7AH KIT 2BAT+CARGADOR Y BOLSO DEWALT(DCBP034E2-B2);201821
DWAL1217;CARGADOR MULTIPLE 12V-14V-18V-60V MAX 8.0AH 4PUERTO DEWALT(DCB104-B2);233309
DWAL1218;"CLAVADORA INAL. 20V MAX XR CALIBRE GRUESO 2""-3.1/2"" ANGULO 30° DEWALT(DCN930B)";673023
DWAL1219;CORTADORA INAL. 20V MAX PANELES DE YESO DRYWALL(DCE555B-B3);170492
DWAL1220;"ESMERIL ANGULAR INAL. 4.1/2"" 20V MAX C/2BAT+CARG. DEWALT(DCG408P2-B2)";296125
DWAL1221;"ESMERIL ANGULAR INAL. 4.1/2"" 20V MAX DEWALT(DCG408B-B2)";237926
DWAL1222;"ESMERIL ANGULAR INAL. 5"" 20V MAX XR DEWALT(DCG413FB-B2)";170491
DWAL1223;"ESMERIL ANGULAR INAL. 7"" 60V MAX DEWALT(DCG460B-B2)";323047
DWAL1224;"FRESADORA INAL. 1/4"" 20V MAX XR DEWALT(DCW600B)";276382
DWAL1225;"INGLETEADORA INAL. 12"" 60V MAX DEWALT(DCS781B-B3)";1301186
DWAL1226;"LIJADORA DE BANDA INALAMBRICA 3""X21"" 20V MAX XR DEWALT(DCW220B-B3)";296125
DWAL1227;LIJADORA INALAMBRICA 20V MAX XR DRYWALL DEWALT(DCE800B);520469
DWAL1228;"LLAVE DE IMPACTO INAL. 1/2"" 20V MAX DEWALT(DCF900B-B3)";348174
DWAL1229;"LLAVE DE IMPACTO INAL. 3/4"" 20V MAX XR DEWALT(DCF964B-B3)";448680
DWAL1230;PISTOLA DE CALOR INAL. 20V MAX DEWALT(DCE530B);179466
DWAL1231;"PULIDORA INALABRICA 7"" 20V MAX XR DEWALT(DCM849B)";421757
DWAL1232;"ROTOMARTILLO 800W SDS PLUS 1"" 26MM C/MANDRIL DEWALT(D25134K-B2C)";275667
DWAL1233;"ROTOMARTILLO INAL. 20V MAX SDS PLUS 1"" DEWALT(DCH133B-B3)";260231
DWAL1234;"ROTOMARTILLO INAL. 20V MAX XR SDS PLUS 1"" DEWALT(DCH273B)";358941
DWAL1235;"SIERRA CIRCULAR INAL. 7.1/4"" 20V MAX DEWALT(DCS570B)";206388
DWAL1236;"SIERRA CIRCULAR INAL. 6.1/2"" 60V MAX DEWALT(DCS520B)";581490
DWAL1237;"SIERRA DE BANDA 5"" 20V MAX CORTE PROFUNDO DEWALT(DCS374B)";430731
DWAL1238;"TALADRO ATORNILLADOR INAL. 1/2"" 20V MAX C/2BAT+CARG. Y BOLSO DEWALT(DCD708D2-B2)";242282
DWAL1239;"TALADRO ATORNILLADOR INAL. 1/2"" 20V MAX DEWALT(DCD7771B-B3)";103190
DWAL1240;"TALADRO ATORNILLADOR INAL. 1/2"" 20V MAX C/2BAT+CARG Y BOLSO DEWALT(DCD801D2-B2)";300471
DWAL1241;"TALADRO ATORNILLADOR INAL. 1/2"" 20V MAX XR DEWALT(DCD801B-B3)";197413
DWAL1242;"TALADRO PERC. INAL. 1/2"" 20V MAX XR 3 VELOCIDADES DEWALT(DCD1007B-B3)";337404
DWAL1243;"TALADRO PERC. INAL. 1/2"" 20V MAX XR ALTO RENDIMIENTO DEWALT(DCD806B-B3)";210050
DWAL1244;"TAL. PERC./ATOR. INAL. 1/2"" 20V MAX C/2BAT+CARG. Y BOLSO DEWALT(DCD806D2-B2)";271918
DWAL1245;"TAL. PERC./ATOR. INAL. 1/2"" 20V MAX XR C/2BAT+CARG Y MAL. DEWALT(DCD996P2T-B2)";314072
DWAL1247;"LIJADORA ROTO ORBITAL INAL.  5"" 20V MAX DEWALT(DCW210B)";134598
DWAL1249;"CORTASETOS INAL. 22"" 20V MAX C/BATERIA+CAARGADOR DEWALT(DCHT820P1-B2)";211139
DWAL1251;"CORTASETOS DE ALTURA INAL. 22"" 20V C/BATERIA+CARGADOR DEWALT(DCPH820M1-B2)";281520
DWAL1255;"MOTOSIERRA INAL. 16"" 60V MAX DEWALT(DCCS670B)";373897
DWAL1257;"PODADORA INAL. 8"" 20V C/BATERIA+CARGADOR DEWALT(DCPS620M1-B2)";307914
DWAL1259;"MOTOSIERRA INAL. 12"" 20V MAX C/BATERIA+CARGADOR DEWALT(DCCS621P1-B2)";290319
DWAL1261;"MOTOSIERRA DE PODA INAL. 8"" 20V DEWALT(DCCS623B-B3)";175947
DWAL1263;"ORILLADORA INAL. 13"" 20V DEWALT(DCST925B)";149554
DWAL1265;"ORILLADORA INAL. 13"" 20V C/BATERIA+CARGADOR DEWALT(DCST925M1E-B2)";228734
DWAL1267;SOPLADOR INAL. 20V MAX C/BATERIA+CARGADOR DEWALT(DCBL722P1-B2);237531
DWAL1269;"TIJERA DE PODAR INAL. 1.1/2"" 20V MAX DEWALT(DCPR320B-B3)";131959
DYNA0016;ANTICORROSIVO NEGRO TIXOPAC DYNAL APLICACIÓN SOBRE OXIDO  1 GL (2006P06)(E6);42470
DYNA0017;ANTICORROSIVO NEGRO TIXOPAC DYNAL APLICACIÓN SOBRE OXIDO  1/4 GL (2006N04)(E12);18630
DYNA0020;DYNATACK TURBO ADHESIVO SECADO RAP ALTA RESIST TODO MAT 290ML (431210T27)(12);14370
DYNA0022;DYNAFLEX 11 ADHES-SELL PEGADO RAPIDO(JUNTAS TABIQ)RAYO UV 290ML (431211T27)(12);11790
DYNA0024;DYNAFLEX 700 SELLADOR ELÁSTICO PARA JUNTA DE DILATACION 290ML (431212T27)(12);10380
DYNA0026;DYNACRYSTAL ADHESIVO-SELLADOR TRANSP PARA VIDRIO Y ESPEJO 290ML(431213T27)(12);11490
DYNA0028;DYNAFLEX BC SELL RAPID BAÑO-COCINA REPELE MOHO NO ENNEGRESE 290ML(431214T27)(12);10380
DYNA0032;DYNAGREEN ADHESIVO-SELLADOR CESPED ARTIF (JUNTAS Y REMATES) 290ML(431215T27)(12);13570
DYNA0034;DYNAPOOL ADHESIVO-SELLADOR ALTA RESIST ESPECIAL PISCINAS  290ML(431216T27)(12);14520
DYNA0050;BARNIZ MARINO NATURAL BLANCA GL DYNAL 265804-P06 (E6);21600
EBT001;ROLLO TELA ANTIMALEZA NEGRA 1,20MT ANCHOX10MT LARGO MARIENBERG(TGC120010NE)(E1);14950
ECO001;ELEVADOR DE REGISTRO P/ FOSA ECOLPLAS 500 X 500 MM BLANCO (ER50);26640
ECO003;FOSA SEPTICA 1250 LTS ECOLPLAS BLANCA (FS1250);122570
ECO005;FOSA SEPTICA 2000 LTS ECOLPLAS BLANCA (FS2000);225570
ECO007;FOSA SEPTICA 2500 LTS ECOLPLAS BLANCO (FS2500);259000
ECOS001;AMPOLLETA LED EMERGENCIA SUPERNOVA 11W AUTONOMIA 12 HRS ECOSISTEM (175054)(E100);6100
ECOS003;AMPOLLETA LED SENSOR CREPUSCULAR 9W AUTORECARGABLE ECOSISTEM (174629)(E100);3021
EIN003;CORTASETOS INAL. 18V GE-CH 18/60 LI SOLO EINHELL (3410930)(E4);112950
EIN005;CORTASETOS DE ALTURA INAL.18V  GC-HH 18/45 LI T-SOLO EINHELL(3410585)(E3);141220
EIN007;PODADOR DE ALTURA INAL. 18V 200MM GC-LC 18/20 LI T-SOLO EINHELL(3410581)(E3);150640
EIN009;AHOYADOR INAL. 18V GP-EA 18/150 LI BL C/BATERIA+CARGADOR EINHELL(5620000115);235420
EIN015;SOPLADOR INAL. 18V GE-UB 18/250 LI E-SOLO EINHELL(3433542)(E8);61730
EIN019;BOMBA INAL. AGUAS LIMPIAS 18V 5000LT/H GE-SP18 LI SOLO EINHELL(4181500)(E4);82226
EIN021;BATERIA 2.5AH + CARGADOR STARTER KIT EINHELL(4512097)(E12);24370
EIN023;BATERIA 4.0AH + CARGADOR STARTER KIT EINHELL(4512042)(E12);38320
EIN025;BOMBA PERIFERICA 1.6 HP 5000LT/H GC-GP 1250 N EINHELL(4181460);112950
EIN029;MULTIFUNCIONAL 4 EN 1 2T COMBUSTIÓN GC-MM 52|AS EINHELL(3436555);282530
EIN037;CORTACESPED INAL.25LT 3NIVELES GE-CM 18/30LI C/BATERIA+CARG. EINHELL(3413155);174190
EIN039;CORTACESPED INAL.30LT 3NIVELES GE-CM 18/33LI C/BATERIA+CARG. EINHELL(3413260);182835
EIN043;LLAVE DE IMPACTO INAL. 18V IMPAXXO 18/230 EINHELL(4510080)(E4);112950
EIN045;ROTOMARTILLO INAL. 18V 4750GPM 1.8J TE-HD 18/20 LI SOLO EINHELL(4514260)(E4);141220
EIN047;"ESMERIL ANGULAR INAL. 4.1/2"" 18V TE-AG 18/115 LI SOLO EINHELL(4431166)(E4)";71250
EIN048;"ESMERIL ANGULAR INAL. 4.1/2"" 18V AXXIO 18/115 EINHELL(4431154)(E4)";91372
EIN049;SIERRA CIRCULAR INAL. 18V 3800RPM TP-CS 18/190 LI -BL-SOLO EINHELL(4331211)(E4);169480
EIN050;SIERRA CIRCULAR INAL. 18V 5000RPM TP-CS 18/165 LI -BL-SOLO EINHELL(4331225)(E4);150640
EIN053;SIERRA CALADORA INAL. 18V 2700RPM TC-JS 18 LI SOLO EINHELL(4321209)(E5);56980
EIN055;"LIJADORA ROTO ORB. INAL. 5"" 18V 20000RPM TE-RS 18 LI SOLO EINHELL(4462010)(E8)";63933
EIN059;LIMPIADOR DRENAJE INAL. 18V TE-DA 18/760 LI SOLO EINHELL(4514160)(E4);131800
EIN061;COMPRESOR AUTO INAL. 18V 11BAR CE-CC18LI SOLO EINHELL(2071010)(E5);56980
EIN063;MOTOSIERRA INAL. 200MM CAP.75ML FORTEXAA 18/20 TH EINHELL(4600020)(E4);141220
EIN065;MOTOSIERRA INAL. 300MM CAP.160ML FORTEXXA 18/30 EINHELL(4600010)(E4);160060
EIN069;SET 28 PUNTAS KWB EINHELL (49108803);17369
EIN071;GENERADOR A GASOLINA 4T 3100W 15LT TC-PG 35/E5 EINHELL(4152551);423840
EIN072;GENERADOR A GASOLINA 4T 2300W 15LT TC-PG 25/1/E5 EINHELL(4152600);348470
EIN073;COOLER INAL. 18V 27LT TE-COL 18/27 LI SOLO EINHELL(2048420);150640
EIN075;"TALADRO PERC.INAL. 1/2"" 18V 48NM TE-CD 18/48 LI-I-SOLO EINHELL(4513926)(E4)";76000
EIN076;"TALADRO PERC.INAL. 1/2"" 18V 60NM TE-CD 18/60 LI-I BL SOLO EINHELL(4514205)(E4)";99780
EIN077;"TALADRO PERC.INAL. 1/2"" 18V 120NM TP-CD 18/120 LI-I BL-SOLO EINHELL(4514310)(E4)";150640
EIN079;ATORNILLADOR IMP. INAL. 18V 140NM TE-CI 18/1 LI SOLO EINHELL(4510034)(E10);76000
EIN080;ATORNILLADOR IMP. INAL. 18V 25NM TP-CI 18/250-C LI BL SOLO EINHELL(4510095)(E4);118811
EIN081;ROTOMARTILLO INAL. 18V 5100GPM 2.6J TP-HD 18/26 D LI BL EINHELL(4514270)(E4);201128
EIN083;LIJADORA DE ALTURA INAL. 18V 600RPM TE-DW 18/225 LI SOLO EINHELL(4259990);256006
EIN085;MEZCLADOR PINTURA INAL. 18V 580RPM TE-MX 18 LI EINHELL(4258760)(E2);112950
EIN089;"ESMERIL ANGULAR 4.1/2"" 115MM 750W  TE AG 115 DP EINHELL(4430882)(E6)";33520
EIN091;FRESADORA 1200W 11000/30000RPM TE-RO 55 KIT EINHELL(4350494)(E4);114238
EIN093;SIERRA CALADORA 550W 3000 RPM TC-JS 80/1 EINHELL(4321145)(E6);41067
EIN095;CEPILLO 920W TE-PL 920 EINHELL(4345325)(E4);100518
EIN099;PISTOLA DE CALOR 2000W 50-550 CTE HA 2000 E EINHELL(4520195)(E5);56980
EIN101;SET 3 PUNTAS PH1 25MM EINHELL(49130010)(E5);1460
EIN103;SET 3 PUNTAS PH1 50MM EINHELL(49130290)(E5);1729
EIN105;SET 3 PUNTAS PH2 50MM EINHELL(49130300)(E5);1729
EIN107;SET 3 PUNTAS PH3 50MM EINHELL(49130310)(E5);1729
EIN109;SET 3 PUNTAS DOBLES 65MM EINHELL(49130410)(E5);2340
EIN111;SET 5 PUNTAS COMBINADAS TORSION 25MM EINHELL(49131360)(E5);2930
EIN113;SET 2 PUNTAS PH2 25MM DRYWALL EINHELL(49131350)(E5);2460
EIN115;SET 10 PUNTAS COMBINADAS + ADAPTADOR MAG. EINHELL(49118663)(E10);9137
EIN117;SET 10 PUNTAS COMBINADAS + EJE FLEXIBLE EINHELL(49133115)(E5);7582
EIN119;SET 10 PUNTAS COMBINADAS IMPACT LLAVERO GANCHO EINHELL(49118633)(E5);8223
EIN121;SET 10 PUNTAS COMBINADAS IMPACT EINHELL(49118653)(E10);9137
EIN123;"SET 30 PUNTAS COMBINADAS + ADAPT.MAGNETICO Y ADAPT.1/4"" EINHELL(49118497)(E5)";6393
EIN125;SET 42 PUNTAS COMINADAS PH-PZ-TORX Y HEX. EINHELL(49118868);16454
EIN127;SET 40 PUNTAS COMBINADAS + BROCAS P/MADERA,METAL Y CONCRETO EINHELL(49109053);21942
EIN129;SET 16 BROCAS P/MADERA, METAL Y CONCRETO EINHELL(49108953);11881
EIN131;SET 2 PUNTAS PH1 25MM IMPACT EINHELL(49131010)(E5);1729
EIN133;SET 2 PUNTAS PH3 25MM IMPACT EINHELL(49131030)(E5);2140
EIN135;SET 2 PUNTAS PH1 50MM IMPACT EINHELL(49131160)(E5);2340
EIN137;SET 2 PUNTAS PH3 50MM IMPACT EINHELL(49131180)(E5);2440
EIN139;"ADAPTADOR MAGNETICO 1/4"" 60MM EINHELL(49133110)(E5)";2930
EIN141;"ADAPTADOR MAGNETICO 1/4"" 60MM CAMBIO RAPIDO EINHELL(49133105)(E5)";3466
EIN143;SET 18 PUNTAS COMBINADAS IMPACT + BROCAS P/METAL EINHELL(49108709);12338
EIN145;SET 28 PUNTAS COMBINADAS IMPACT EINHELL(49108703);12338
EIN147;SET 33 PUNTAS COMBINADAS + BROCAS P/CONCRETO EINHELL(49118858);17369
EIN149;SET 39 PUNTAS IMPACT + BROCAS P/MADERA,METAL Y CONCRETO EINHELL(49108759);16454
EIN151;DADO HEXAGONAL 7/ 8/10/13MM + ADAPTADOR 50MM EINHELL(49135100)(E5);4390
EIN153;DADO HEXAGONAL MAGNETICO 6X48MM EINHELL(49135110)(E5);1950
EIN155;DADO HEXAGONAL MAGNETICO 8X48MM EINHELL(49135120)(E5);1950
EIN157;DADO HEXAGONAL MAGNETICO 10X48MM EINHELL(49135125)(E5);1950
EIN159;"SET 3 ADAPTADORES DADOS 1/4""-3/8""-1/2"" EINHELL(49134100)(E5)";4390
EIN161;DADO HEXAGONAL MAGNETICO 8X65MM IMPACTO EINHELL(49135215)(E5);3410
EIN163;"SET 3 ADAPTADORES DADOS IMPACTO 1/4""-3/8""-1/2"" EINHELL(49134215)(E5)";7308
EIN165;SET 28 PUNTAS COMBINADAS EINHELL(49108613)(E5);7308
EIN167;SET 35 PUNTAS IMPACT EXTREME FORCE EINHELL(49109230);24686
EIN169;SET 3 DADOS DE IMPACTO EINHELL(49109263)(E12);18284
EIN171;SET 12 DADOS DE IMPACTO EINHELL(49109283)(E12);32003
EIN173;ORILLADORA INAL. 24CM GC-CT 18/2411 LI P EINHELL(3411115)(E8);41067
EL0910;ALISADOR PAVIMENTO BPM120 MOTOR HONDA 9HP DIAM ALISADO 1250mm 118kl  E.POWER;1027610
EL1000;(CD) ALISADOR PAVIMENTO BPM100 MOTOR HONDA 5,5HP DIAMT 960mm 80kl  E.POWER;721270
ELE0003;"ELECTRODO TUNGSTENO 2 % TH 3/32 "" TECSALE";4040
ELEC0075;BASE RECTA LOZA E-27 MW-45  LEXO (4010145);1280
ELEC0080;PARALELO 2 X 20 NEGRO X METRO  (E100mts);500
ELEC0085;PARALELO 2 X 20 BLANCO  X METRO (E100mts);536
ELEC0095;CORDON (PVC) SVT 3 X 18 LUQUE (E100mts) (4178005);1830
ELEC0200;TESTER DIGITAL MOD. ST -5077;4118
ELEC0235;BARRA TOMA TIERRA 1 MTS S/CONECTOR KERSTING (4101203) (E1);6070
ELEC0236;CONECTOR BRONCE PARA BARRA TT TH-59 KERSTING (4120058) (E1);2560
ELEC0255;ENCHUFE HEMBRA 2P+T 10 AMP 250 VAC NEGRO KERSTING (7681101) (E25);2100
ELEC0256;REFLECTOR LED 100W RECARGABLE SOLAR C/USB 5V KERSTING (1606100);27280
ELEC0257;ALARGADOR NARANJO PROF.10 MTS 10A 2P+T LEXO/ELECTRALINE GRANTT (EK-EP-10)(10);13150
ELEC0259;REFLECTOR LED IP65 2 FOCOS 50W C/U C/ATRIL 6500K VKB (1605700)(E1);65750
EMBR0050;(CD) CERAMICA PISO STA CLARA 45X45 45092 2.08M2 CJ EMBRAMACO (E64)(1003307453);15980
EMBR0052;(CD) CERAMICA PISO SAMANA 45X45 1149 2.08M2 CJ EMBRAMACO (E64)(1003094854);21170
EMBR0054;(CD) CERAMICA PISO ARATO 45X45 4150 2.08M2 CJ EMBRAMACO (E64)(1003054912);18974
ESM0012;**ESMERIL ANGULAR 4.1/2 1200 W (DWE4012) (EX DW28112) (D);64279
ESM0014;"ESMERIL ANGULAR 7"" 2700W DEWALT(DWE4577-B2C)";257460
ESM0015;"ESMERIL ANGULAR 7"" 2200W DEWALT(DWE491-B2C)";257000
ESM0016;"ESMERIL ANGULAR 9"" 2200W DEWALT(DWE490-B2C)";141360
ESM0018;"ESMERIL ANGULAR 9"" 2700W DEWALT(DWE4579-B2C)";192830
esm0020;"ESMERIL ANGULAR 4.1/2"" 950W 11000RPM DEWALT(DWE4118-B2)";94650
ESM0022;"ESMERIL ANGULAR 4.1/2"" 1500W DEWALT (DWE4314N-B2)";142830
FABO0001;** (CD) CERAMICA MURO MARMOL BLANCO 30 X 40 CM (1,83 M2 X CJ) E-54 FABOCE;15090
FABO0002;** (CD) CERAMICA BOTTICINO GRIS HD  42 X 42 CM (1,79 M2 X CJ) E-48 FABOCE;12030
FABO0003;** (CD) CERAMICA COUVET 42 X 42 CM (1,79 M2 X CJ) E-48 FABOCE;12830
FABO0004;** (CD) CERAMICA KHAYA MARRON 61 X 61 CM (1,49 M2 X CJ) E-64 FABOCE;14070
FABO0005;** (CD) CERAMICA MATOBA 61 X 61 CM (1,49 M2 X CJ) E-64 FABOCE;14070
FABO0006;** (CD) CERAMICA PISO PARQUET 42 X 42 CM (1,79 M2 X CJ) E-48 FABOCE;11830
FABO0010;** (CD) CERAMICA PISO ALBA 42 X 42 CM (1,79 M2 X CJ) E-48 FABOCE;13430
FANA0006;TAPA ASIENTO WC BAÑO SOFT ESTANDAR BLANCA FANALOZA;11610
