Código;nombre;precio
21478;BROCA MULTI. CONST. AZUL 4 M/M (2608596050) BOSCH;4370
21479;BROCA MULTI. CONST. AZUL 8 M/M BOSCH (2608900581);4980
21480;BROCA MULTI. CONST. AZUL 12 M/M (2608596058) BOSCH;14250
21481;BROCA MULTI. CONST. AZUL 10 M/M BOSCH (2608596057);7620
21483;"DISCO DIAMANTADO UNIVERSAL 7"" BOSCH (2608615063)";29680
21485;"DISCO DIAMANTADO UNIVERSAL 9"" BOSCH (2608615065)";41680
21487;"DISCO SIERRA CIRCULAR 7.1/4"" 60 DIENTES BOSCH (2608644331)";32740
21488;"DISCO DIAMANTADO DE 14"" ASFALTO (2608602625)";145740
21489;"DISCO TRASLAPADO DE 4.1/2"" G-60 METAL BOSCH (2608607362)";8320
21490;"DISCO TRASLAPADO DE 4.1/2"" G-40 METAL BOSCH (2608607361)";7049
21491;"DISCO DIAMANTADO UNIVERSAL 4.1/2"" BOSCH (2608615057)";20587
21493;"DISCO CORTE METAL 14"" 1MM BOSCH (2608602759)(E20)";8129
21494;"DISCO CORTE METAL CENTRO DEPRIMIDO 9"" (2608603162)(E1)";2570
21495;"DISCO CORTE METAL CENTRO DEPRIMIDO 7"" (2608603161)(E1)";1590
21496;"DISCO CORTE METAL CENTRO DEPRIMIDO 4.1/2"" BOSCH (2608603159)(E25)";1450
21500;"DISCO TRASLAPADO DE 4.1/2"" G-80 METAL BOSCH (2608607363)(E10)";8320
21501;"DISCO TRASLAPADO DE 4.1/2"" G-120 METAL BOSCH (2608607364)(E10)";8320
21502;"DISCO SIERRA CIRCULAR  10""  60 DTES (2200) BOSCH";69130
21503;"DISCO CORTE MULTIMATERIAL 10"" 80 DTES BOSCH (2608642201)";64851
21505;"DISCO SIERRA CIRCULAR 12"" 60 DTES BOSCH(2608640981)";101510
21506;"DISCO SIERRA CIRCULAT 12"" 80 DTES BOSCH(2608642208)";114590
21507;"DISCO SIERRA CIRCULAR 7.1/4"" 24 DIENTES BOSCH (2608644329)";17640
21508;"DISCO SIERRA CIRCULAR 7.1/4"" 40 DIENTES BOSCH (2608644330)";23395
21509;"CAJA 50 UND DISCO CORTE METAL INOX 4.1/2"" 1MM ANGULO VERDE BOSCH (2608619383)(E50)";27400
21511;"ESMERIL ANGULAR 4.1/2"" 750W DEWALT (DWE750-B2)";62610
21513;BROCA SDS MAX 22 M/M X 400 BOSCH (2608706787);61870
21514;BROCA SDS MAX 20 M/M X 400 BOSCH (2608685865);66880
21515;BROCA SDS MAX 16 M/M X 400 BOSCH (2608685861);51830
21516;BROCA SDS MAX 32 M/M X 400 BOSCH (2608685875);90290
21517;BROCA SDS MAX 25 M/M X 400 BOSCH (2608706792);61870
21520;PUNTO HEXAGONAL 28 X 520 MM P/ROMPEPAVIMENTO  (1618600019) BOSCH;41940
21524;MARTILLO PERFORADOR 3 FUNC. 800 W 2 K GBH 2-26 DRE BOSCH (06112537N0);272040
21525;MARTILLO PERFORADOR 3 FUNC. 900 W 4 K BOSCH GBH 4-32 DFR (0611332190);635750
21527;BOTIQUIN EQUIPADO 25 PERSONAS GRENZEN ACETOGEN 1811140000;39130
21534;NIVEL LASER CERAMICA GTL 3 BOSCH (0601015200);173510
21539;**NIVEL LASER COMBINADO GCL 2 -15 C/BASE 15MTS (0601066E00000)(E1);184930
21541;NIVEL LASER GLL 3 - 80 + MALETIN BOSCH (0601063S00);451670
21542;NIVEL OPTICO GOL 26 D BOSCH (0601068000);261040
21550;MEDIDOR ANGULOS DIGITAL GAM 220 BOSCH (0601076500);249463
21551;MEDIDOR INCLINACION DIGITAL GIM 60 L BOSCH(0601076900);236333
21552;TRIPODE BT 150 BOSCH (0601096B00);54550
21553;ANTEOJOS PARA EQUIPOS LASER ROJO BOSCH (1608M0005B);12830
21555;ESMALTE AL AGUA SEMIBRILLO BLANCO TINETA SIPA (41840530)(E1);117780
21556;COLETO SOLDADOR DESCARNE;9170
21564;"DISCO CORTE INOX 41/2"" 1 MM BOSCH ALEMAN (2608600545)(E1)";1640
21574;PISTOLA DE CALOR 2000W DEWALT(D26411-B2C);142837
21575;PISTOLA DE CALOR 2000W CON PANTALLA LED DEWALT(D26414-B2);145609
21583;"ESMERIL ANGULAR 5 "" VV GWS17-125 PS 1700 W BOSCH (06017D13E0)";248030
21584;TRONZADORA GCO14-24 2400W BOSCH (0601B370N0);310730
21656;"ESMERIL DE BANCO 8"" 220V 550W BIG BULL (ABBB200)";34360
21658;POLAINAS SOLDADOR CUERO DESCARNE CON VELCRO;8984
21769;"CLAVADORA INAL. 20V MAX CALIBRE 16 1.1/4""-2.1/2"" ANGULO 20° DEWALT(DCN660B)";378520
21770;"CLAVADORA INAL. 20V MAX CALIBRE 18 5/8""-2.1/8"" ANGULO RECTO DEWALT(DCN680B)";371380
21771;"ESMERIL ANGULAR 4.1/2"" 900W DEWALT (DWE4120-B2)";90860
21772;"ESMERIL ANGULAR 4.1/2"" 1500W V/ VARIABLE DEWALT (DWE4336-B2)";199970
21774;"TALADRO ATORNILLADOR INAL. 3/8"" 12V MAX DEWALT(DCD700C2-B2)";94875
21788;EQUIPO PARA PINTAR PORTATIL 600W INDURA(1041108);78060
21796;"RODILLO CHIPORRO NATURAL 7"" (18 CM) LIZCAL 118 (1001551515) (e30)";10370
21799;TALADRO PERCUTOR BOSCH 13 MM REV 550 W (06011B60N0);53450
21809;MANGUILLA CUERO SOLDADOR ACETOGEN;13390
21830;ALAMBRE NEGRO # 18 ROLLO 1 KG. VALPRIK / VISTEEL;4580
21831;ALAMBRE NEGRO # 14 ROLLO 5 KG. PRY-MET;15380
21832;ALAMBRE NEGRO # 18 ROLLO 5 KG. PRY-MET/ VISTEEL;12130
21840;ENCHUFE INDUST 3 SALIDAS HEMBRA 3 X 16 A. T/LEGRAND LEXO (5717490)(E2);17780
21841;MOTOR BENCINERO 6,5 HP DUKAR/FLOWMAK;242190
21843;GENERADOR DIESEL 5/5.3KW PARTIDA ELECT.MONOF.CERRADO HYUNDAI(78DHY6000SE);1495857
21845;"MOTOBOMBA GASOLINA 2X2"" PARTIDA MANUAL AGUA LIMPIA HYUNDAI(82HYDP50)";212263
21846;"MOTOBOMBA GASOLINA 3X3"" PARTIDA MANUAL AGUA LIMPIA HYUNDAI(82HYDP80)";227436
21849;ROTOMARTILLO SDS PLUS 800W 3 FUNCIONES DEWALT (D25133K-B2);198610
21854;"LLAVE DE IMPACTO INAL. 1/2"" 20V MAX C/2BAT+CARG. Y BOLSO DEWALT(DCF889M2-B2)";547777
21855;ASPIRADORA/SOPLADORA 800W DEWALT(DWB800-B2C);149975
21856;COMPRESOR MONOFASICO 3HP 300LT 115PSI HYUNDAI(82HYXY300C);803991
21858;"ESMERIL ANGULAR 4.1/2"" 1200W DEWALT (DWE4212-B2)";161170
21881;ESTANQUE PINTURA VOYLET NPT-8 LT C/ PISTOLA ALTA PRESION;304230
21883;GENERADOR DIESEL 5/5.5KW PARTIDA ELECT. MONOF.ABIERTO HYUNDAI(78DHY6000LE);1319856
21889;LIENZA ALGODON 1.5 MM MADEJA 30 MTS (E-50) (101-101510);1490
21891;CINTA PELIGRO 13.5 CMS X 35 MIC. X 1,5 KLS. X 350 MTS ACETOGEN;9690
21910;"CAIMAN PUNTA 6LN 6"" CROSSMAN (94-406)";13880
21911;"CAIMAN BOCA PLANA ANCHA 8R 8"" CROSSMAN (94-418)";26490
21912;"CAIMAN PATAS P/SOLDADOR T/HERRADURA 9R 9"" CROSSMAN (94-429)";24070
21913;"CAIMAN BOCA FIJA CARROCERO 11R 11"" CROSSMAN (94-271)";29900
21914;"CAIMAN BOCA FIJA CARROCERO 18R 18"" CROSSMAN (94-448)";35060
21915;"CAIMAN CADENA 20R 9"" N94-470 CROSSMAN (254064)";31950
21917;ASPIRADORA DE POLVO 30LT 1500W C/2FILTROS DEWALT(DWV010-B2C);526977
21918;"GUARDA EXTRACTORA 5"" DEWALT(DWE46152)";83290
21933;SOLDADORA PROTIG 200HF 200AMP MMA/TIG C/G.TIERRA+P/ELECT INDURA(6039381);354110
21940;EQ. CORTE MASTER 880F HARRIS 3B/CORTE C/REGULARDOR OXIG/PROP INDURA(1007860);481992
21943;ATORNILLADOR ELECTRICO 400 W GSR7-14E BOSCH (06014470E0);77230
21945;TALADRO ATOR INAL 12V GSRSMART-1000 BAT INTEGR C/MALETA BOSCH (06019F40E3);93530
21946;TALADRO ATORN INAL GSR 120-LI 12V 2AMP +2BAT+MALETA BOSCH (06019G80E0);192490
21949;TALADRO PERC INAL 12V 2AMP GSB 12-30 2BAT S/C C/MALETA BOSCH (06019G91E0);154510
21953;ATORNILLADOR IMPACTO INAL 12 V GDR120-LI 2 BAT 12v BOSCH (06019F00E1);150880
21957;ESM ANG BOSCH INAL 18V(GWS180-LI)+ 2BAT GBA18V 4Ah+ CARG GAL1880(06019H90E1)(E1);279870
21960;"SIERRA DE BANCO GTS 10 J 1800W 10"" BOSCH (0601B305E0)";944760
21961;**LIJADORA ORBITAL GSS 140-1 180 W BOSCH (06012A21E0)(E1);93650
21962;CEPILLO ELECTRICO GHO 700 700W BOSCH (06015A90E0);173650
21963;CEPILLO GHO26-82 710 W BOSCH (06015A43N0);207460
21964;FRESADORA GOF-1600CE 1600 WT BOSCH (06016240E0);517430
21965;PISTOLA DE CALOR GHG 20-63 2000 W BOSCH (06012A62E0);163830
21966;SOPLADOR DE AIRE GBL 800 E 800W BOSCH (06019804N0);120820
21967;MULTICORTADORA GOP 30-28 300 W BOSCH (06012370E0);263020
21968;CIZALLA GSC 2.8 500W BOSCH (0601506114);894620
21969;GENERADOR GASOLINA 6/6.5KW/KVA PARTIDA ELECT.MONOF.ABIERTO HYUNDAI(82HYG9250E);843439
21970;LLAVE DE IMPACTO INAL 18 V GDX18V-200 SIN BAT-SIN CARG. BOSCH (06019J22E0);233530
21972;MOTOCOMPRESOR MONOFASICO 2HP 50LT HYUNDAI(82HYXY50D);166746
21973;MOTOCOMPRESOR MONOFASICO 2HP 100LT HYUNDAI(82HYXY100D);348816
21974;COMPRESOR MONOFASICO 3HP 200LT 115PSI HYUNDAI(82HYXY200);621921
21988;"SIERRA DE BANCO 10"" 1800W 254MM DEWALT (DWE7470-B2C)";432490
22001;DISCO SIERRA CIRCULAR 71/4 40 DTS (640943) BOSCH;27710
22005;BATERIA 20V MAX XR 5.0AH DEWALT(DCB205-B3)(E10);94650
22007;"LLAVE DE IMPACTO 1/2 "" NEUMATICA D/ EMBRIAGE STANLEY(97-006LA)";142520
22016;YESO SUPER VOLCAN  25 KGS (6000103) (E60);6720
22020;SIERRA SABLE GSA 1200W BOSCH (06016B10E0);217390
22029;CINCEL NORMAL  250 MM SDS PLUS  BOSCH (260860131);3980
22033;SOLDADORA KEMPPI MINARC 150 150AMP M/SOLDAR FOTOSENSIBLE+GUANTES INDURA(1013685);1058080
22039;TERMO DETECTOR INFRAROJO GIS 1000 (0601083300) BOSCH;554690
22041;DETECTOR DE MATERIALES DTEC 120 BOSCH (0601081303);312302
22042;DREMEL GRABADOR 35W 1ACC BOSCH(F0130290JE);34987
22043;DREMEL 3000 130W 10ACC BOSCH(F0133000PD);54064
22045;DREMEL MOTO SAW 70W 10ACC BOSCH(F013MS20NC);101485
22057;MARTILLO PERFORADOR 2 FUNC. GBH 8-45D 1500 W 8K ALEMAN BOSCH(06112651E0);1081550
22058;SIERRA CALADORA GST 75 E 710W BOSCH (060158H0N0);149173
22082;HUINCHA FIBRA VIDRIO 50 MT GREAT WALL (401150);11670
22083;HUINCHA FIBRA VIDRIO 30 MT GREAT WALL (401130);9150
22338;ESMERIL GWS 24 - 180;88874
22339;ESMERIL GWS 26 - 180;96231
22340;ESMERIL GWS 26 - 230;99117
22345;ESMERIL GWS 24 - 230 LVI;146566
22359;"INGLETEADORA GCM 12 GDL 1800 W 12"" bosch (0601B236E0)";1098170
22365;LIJADORA ORBITAL GSS 23 AE BOSCH (06010707E0)(E1);119250
22367;FRESADORA DE CANTOS MOD. GKF 550 BOSCH (06016A00E0)(E1);75750
22409;BATERIA GBA 12 V MAX 2.0AH (1600A0021D000);22729
22410;BATERIA GBA 12 V MAX 4.0AH;30438
22412;BATERIA GBA 14.4 V 2.0AH;28753
22417;BATERIA GBA 18 V 3.0AH;44727
22425;RUEDA DE MEDICION ODOMETRO GWM 32 GWM 32 (0601074000);89300
22431;NIVEL LASER LINEAL 360 GLL 2-80;285511
22435;LASER GIRATORIO GRL 300 HV;521139
22449;REGLA DE MEDICION PARA LASER ROTATIVO GR240;43002
22484;(V/C) GUIAS PARA AFILAR DREMEL;21730
22489;KIT 31 ACC PARA LIJAR Y ESMERILAR DREMEL (2615.068.6AA.000);14756
22517;"ESMERIL ANGULAR 9"" 2.700W";141491
22522;"CEPILLO ELECTRICO 3.1/4"" 1MM -1.1/2MM 580W DEWALT(D26676-B2)";257050
2321;RECTIFICADOR DE MATRICES CORTO 650 W ALEMAN 1220 BOSCH (06012201E0)(E1);231610
23249;TALADRO ROTACION 16 MM 850 W GBM1600RE BOSCH (06011B00E0);155680
23253;"ATORNILLADOR ELECTRICO 1/4"" 720W 4500RPM DRYWALL DEWALT(DW253-B2)";142837
23256;PEGATANKE SOLDADURA  AL FRIO  BLANCO  44 GR. (E18);15490
23257;PEGATANKE SOLDADURA  AL FRIO  NEGRO  44 GR. (E18);13710
2326;"SIERRA CIRCULAR 7.1/4"" GKS 150 1500W BOSCH (06016B30E0)";86990
23263;SOLDADORA KEMPPI MINARC EVO 180 180AMP 230V C/G.TIERRA+P/ELECT INDURA(1048538);1667910
23264;"DISCO DIAMANTADO CONTINUO CERAMICA 4.1/2"" BOSCH (2608602201)";17318
23265;"DISCO DIAMANTADO CONTINUO CERAMICA 7"" BOSCH (2608602204)";36454
23269;SET 5 BROCAS CONCRETO 4,5,6,8,10MM BOSCH (2607019438)(E3);20560
23270;SET 5 BROCAS MADERA 4,5,6,8,10MM BOSCH (2607019440)(E5);4800
23279;TRAJE AGUA JARDINERA C/CHAQUETA  PVC  0,35 MM AMARILLO T/XL  BLACK BULL;10190
23290;MOTOPERFORADORA/AHOYADORA  52CC + 3BROCAS HYUNDAI(82HYTGD520);245438
23294;NIVEL LASER LINEAS Y PUNTO GCL2-15G VERDE BOSCH (0601066J00);251670
23295;TRIPODE BT 160 BOSCH (0601091200);77020
23296;"DADO 1/2"" X 8 MM POLIGONAL CROSS ( 257975)";2260
23297;"DADO 1/2"" X 9 MM POLIGONAL CROSS (257976)";2260
23298;"DADO 1/2"" X 10 MM POLIGONAL CROSS (257977)";2260
23299;"DADO 1/2"" X 11 MM PÓLIGONAL CROSS (257978)";2260
23300;"DADO 1/2"" X 12 MM POLIGONAL CROSS (257979)";2440
23302;"DADO 1/2"" X 14 MM POLIGONAL CROSS (257981)";2440
23303;"DADO 1/2"" X 15 MM POLIGONAL CROSS (257982)";2610
23304;"DADO 1/2"" X 16 MM POLIGONAL CROSS (257983)";2440
23305;"DADO 1/2"" X 17 MM POLIGONAL CROSS (257984)";2630
23306;"DADO 1/2"" X 18 MM POLIGONAL CROSS (257985)";3050
23307;"DADO 1/2"" X 19 MM POLIGONAL CROSS (257986)";2850
23308;"DADO 1/2"" X 20 MM POLIGONAL CROSS (257987)";3590
23309;"DADO 1/2"" X 21 MM POLIGONAL CROSS (257988)";4110
23310;"DADO 1/2"" X 22 MM POLIGONAL CROSS (257989)";4110
23311;"DADO 1/2"" X 23 MM POLIGONAL CROSS (257990)";4310
23312;"DADO 1/2"" x 24 MM POLIGONAL CROSS (257991)";4310
23313;"DADO 1/2"" X 25 MM POLIGONAL CROSS (257992)";4790
23314;"DADO 1/2"" X 26 MM POLIGONAL CROSS (257993)";5240
23315;"DADO 1/2"" X 27 MM POLIGONAL CROSS (257994)";7260
23316;"DADO 1/2"" X 28 MM POLIGONAL CROSS (257995)";7270
23317;"DADO 1/2"" X 29 MM POLIGONAL CROSS (257996)";7270
23318;"DADO 1/2"" X 30 MM POLIGONAL CROSS (257997)";7470
23319;"DADO 1/2"" X 31 MM POLIGONAL CROSS (257920)";7470
23320;"DADO 1/2"" X 32 MM POLIGONAL CROSS (257998)";7490
23322;"SET 5 LIJAS GR 80 5"" CON VELCRO BOSCH (2608605718)(E1)";7890
23330;"MOTOBOMBA GASOLINA 3X3"" PARTIDA MANUAL AGUA SUCIA HYUNDAI(82HYDPT80)";430650
23331;COMPRESOR MONOFASICO 2HP 100LT 115PSI HYUNDAI(82HYXY100C);531620
23334;GENERADOR DIESEL 6/6.3KW/KVA PARTIDA ELECT.MONOF.CERRADO HYUNDAI(78DHY8600SE);1599030
23340;BALANZA DIGITAL VENTUS 40 KG. VISOR AEREO MOD/ B-40VA (100807) (E1);41460
23341;BALANZA DIGITAL VENTUS 300 KG. PLATAFORMA AC. DIAMANTADO MOD/B-300A (100809)(E1);89270
23349;ATORNILLADOR INALAMBRICO BOSCH GO 3.6 V (06019H21E0);49810
23351;ASPIRADORA EN HUMEDO/SECO 15LTS GAS-15 PS 1100W BOSCH (06019E51N0);204170
23352;"COPA DIAMANTADA 4.1/2""XEJE 22MM DS300 KLINGSPOR(325361)";40940
23353;"COPA DIAMANTADA 5""XEJE 22MM DS300 KLINGSPOR(325362)";44890
23354;"COPA DIAMANTADA 7""XEJE 22MM DS300 KLINGSPOR(325363)";70740
23358;CARRO YEGUA ALUM.PLEGABLE MANUAL 60 KG 40X40X100 CM(1003120874;40420
23375;BALANZA DIGITAL VENTUS 40 KG. VISOR LED EN BALANZA B-40 (100108)(E1);29698
23379;"ESMERIL ANGULAR BOSCH 5"" (GWS 9-125 P) 900 W HOMBRE MUERTO (06013965E2)(E1)";96040
23428;**NIVEL LASER INALAMBRICO GLL 3 - 80CG  BATERIA + CARGADOR BOSCH;581290
23432;GUARDAMOTOR 2.5 - 4 AMP ELTRIK (251540) (E10);18300
23433;GUARDAMOTOR 4 - 6.3 AMP ELTRIK (251542) (E10);17110
23434;GUARDAMOTOR 6 - 10 AMP ELTRIK (251544) (E10);17110
23436;CAJA PARA GUARDAMOTOR ELTRIK (251648) (E10);8490
23439;UNION LLAVE MANGUERA BRONCE HILO 1/2 X 1/2 (117703001);1487
2344;BASE MAGNETICA P/TALADRO 1121 S/SOPORTE BOSCH;991996
23440;UNION LLAVE MANGUERA BRONCE HILO 3/4 X 1/2 (117804001);4870
23441;UNION LLAVE MANGUERA BRONCE HILO 3/4 X 3/4 (117904401);2270
23442;"UNION LLAVE MANGUERA BRONCE HILO 1"" X 3/4 (117904501)";5130
23444;ANTICORROSIVO GRIS VERDOSO ESPECIAL LATA SOQUINA (21503405)(E1);55630
23446;TALADRO ATORN PERCU.18 V 2 AMP GSB185LI 1BAT C/MALETA BOSCH (06019K31E1);118430
23447;SIERRA CALADORA 520 W GST750 BOSCH (06015B41E0);99300
23449;MOTOR BENCINERO 15 HP  P/ ELECTRICO (KM420C) SOLMAQ;339760
23451;MOTOR BENCINERO 7 HP (KM210C) SOLMAQ;186433
23468;BROCA HSS-G BOSCH POINTEQ 14 MM (577306) (E1);5220
23469;BROCA HSS-G POINTEQ 15 MM BLISTER BOSCH (2608577308)(E1);7550
23470;BROCA HSS-G BOSCH POINTEQ 16 MM (577310) (E1);7920
23471;BROCA HSS-G POINTEQ 17 MM BLISTER BOSCH (2608577312)(E1);10030
23472;BROCA HSS-G BOSCH POINTEQ 18 MM (577313) (E1);9820
23473;PUNTA DESTOR. CRUZ BOSCH PARA IMPACTO PH2 50MM PACK 8 UNID (522330) (E1);8980
23474;PUNTA DESTOR. CRUZ BOSCH PARA IMPACTO PH2 25MM PACK 8 UNID (2608522324)(E1);9920
23475;PUNTA DESTOR. CRUZ DOBLE BOSCH PARA IMPACTO PH2 50MM PACK 8 UN. (2608522337)(E1);14890
23476;PUNTA DESTOR. CRUZ DOBLE BOSCH PARA IMPACTO PH2 150MM PACK 3 UN (2608522358)(E1);11580
23477;PTA DESTOR CRUZ BOSCH IMP PH1X1-PH2X3-PH3X1-PZ2X2-PZ3X1-25MM 8UN(260852232)(E1);6580
23492;CAPERUZA ASPIRACION PARA ESMERIL BOSH 115-125 MM (2605510264);34210
23493;CAPERUZA ASPIRACION PARA ESMERIL BOSH 180-230 MM (1605510180);67780
23495;"ESMERIL ANGULAR 4.1/2"" GWS 850 850W BOSCH (06013775N0)";106280
23496;"ESMERIL ANG 5"" GWS9-125S 900 W CON REG DE VELOCIDAD BOSCH (06013961E0)";105480
23497;"ESMERIL ANGULAR 5"" GWS9-125 900 W BOSCH (06013960E1)";87470
23498;TALADRO ATOR INAL 18 V 2 AMP GSR 185 LI 2 BAT C/MALETA BOSCH (06019K30E0);142650
23503;"ESLINGA CON RACHET 9,5 MT 3500KG 2"" AMARILLO BLACKSMITH (WUXACC0002)(E12)";8900
23508;CAJA PARA HERRAMIENTAS CAP.40KG CON RUEDAS Y BANDEJA DEWALT(DWST33090);89936
23509;ESLINGA PLANA DOBLE OJO 4 MT. 2000 KG. 50 mm VERDE (69614)(el2000005);12080
23537;PEGATANKE SOLDADURA  AL FRIO TRASPARENTE 44 GR. (E18);14810
23538;PEGATANKE SOLDADURA AL FRIO ACERO 44 GR.  (E18);11110
23540;CINTA TAPAGOTERA ACRILICA COLOR TRANSPARENTE 1OCMSX 1.5 MTS (1003603841) (E48);15890
2355;"ESMERIL ANGULAR 5"" GWS 11-125 1100 W  BOSCH (06017920E0000)";173130
23563;CAMARA TERMICA GTC 400C BOSCH (0601083101000)(E1);1134470
23564;NIVEL LASER LINEA GLL 3 - X 15 MTS NIVELOX BOSCH (0601063XG0);165667
23565;MARTILLO DEMOLEDOR GBH 12-52 D 11,5 K BOSCH (06112661E0);1240420
23566;MARTILLO INALAMBRICO 18 V BOSCH (SIN BAT) (GBH180-LI)(06119111E1)(E1);160530
23567;LLAVE DE IMPACTO 18 V BOSCH GDX180-LI (SIN BAT)(06019G5225)(E1);94580
23569;TALADRO PERCUTOR INALAMBRICO 18 V BOSCH ( SIN BAT) (GSB180-LI) (06019F83E3)(E1);96910
23573;BOLSO DE TRANSPORTE SOFTBAG BOSCH (1619BZ0100);23881
23574;TALADRO PERC INAL 18V GSB 185 LI 23ACCE+2 BAT+CARG BOSCH (06019K31E2);210220
23575;MALETÍN V-LINE TITANIO BOSCH 48 PZAS + BARRA IMANTADA AZUL (2607017411);21240
23576;MALETÍN V-LINE 91 UN PARA TALADRAR Y ATORNILLAR AZUL BOSCH (2607017402);35750
23577;MALETÍN V-LINE 68 UN PARA TALADRAR Y ATORNILLAR AZUL BOSCH (2607017409);23990
23578;KIT TALADRO PERC INAL 18 V C/PERCUTOR (GSB 180 LI + 23 ACC) BOSCH 06019F83E1-000;130560
23579;ATORNILLADOR INALAMBRICO 12 V GRS120-LI + 21 ACCESORIOS BOSCH (06019G80E2);110850
23581;ALARGADOR MULT 4 POSIC 1.50MT NEGRO ELECTRALINE/PHILCO GRANTT (EK-ESX4-15)(25);5140
23589;TALADRO PERC INAL 18 V GSB 18v-50 2 BAT S/C BOSCH C/MALETA (06019H51E0);179350
23590;SIERRA SABLE INAL 18 V SIN BATERIA MOD. GSA 18 V-LI BOSCH (0601.64J.000.000);186880
23593 ;BATERIA LITIO PROCORE 18 V 4.0 AH BOSC (1600A016GB);122730
23595;BATERIA (LITIO) PROCORE 18 V 12.0 AH BOSC (1600.A01.6GU.000)(E1);249781
23597;"SIERRA CIRC BOSCH 7 1/4"" 1500 W GKS150 + 2 DISCOS DE 24 DTES (06016B30E1)";98185
23598;TAL ATORN INAL BOSCH 12V GSR120-LI+ATORN DE IMP GDR120-LI+2BAT MALETA(06019G80E3);229430
23600;TALADRO PERCUTOR BOSCH 13 MM GSB 550 RE W+ 34 ACCESORIOS (06011B60N3);57740
23603;MARTILLO PERFORADOR INAL 18 V (GBH18V-26) 2 BATERIAS BOSCH (0611.909.0E3-000);539310
23605;"DISCO CORTE METAL INOX 4.1/2"" 1MM ANGULO VERDE BOSCH (2608619383)(E50)";516
23609;AMPOLLETA LED BRIGHT A-60 13W LUZ FRIA ROSCA NORMAL MEGABRIGHT (E-64) (20601364);1350
2361;MARTILLO PERFORADOR BOSCH 3 FUNC. 750 W 2 K GBH 220(06112A60E0);150520
23612;PISTOLA CALAFATERA DOBLE REFUERZO F3C (E40) 1003021573;3820
23613;MASCARA SOLDAR FOTOSENSIBLE V.PANORAMICO NEGRA (JX10G08) 0.5 SEG.APERTURA SOLMAQ;26240
23615;"SIERRA DE BANCO 10"" GTS 254 1.800 W BOSCH (0601B450E0)";398530
23616;ASPIRADORA EN HUMEDO/SECO 25 LTS GAS 12- 25 1250 W BOSCH (060197C1N0);287500
23617;MARTILLO DEMOLEDOR 1 FUNCION 1100 W GSH500 BOSCH (06113387E0);409320
23624;HUINCHA AISLADORA ELECTRICA NEGRA   5 MT X18MM  TESA (1000044157) (E250);560
23625;HUINCHA AISLADORA ELECTRICA NEGRA 20 MT X18MM  TESA (1003330721) (E200);2020
23626;HUINCHA AISLADORA ELECTRICA ROJA 10 MT X15MM (1003330725) (E50);1530
23627;HUINCHA AISLADORA ELECTRICA VERDE 10 MT X15MM (1003330741) (E50);1440
23628;CINTA ELECTRICA NEGRA 20 MT X 18MM URO (1003304465) (E60);850
23633;"ESMERIL ANGULAR 7"" GWS 25-180 2500W BOSCH (06018F30N0)";254497
23634;"ESMERIL ANGULAR 7"" GWS 28-180 VULCANO 2800W HM BOSCH (06018F51N0)";229940
23635;"ESMERIL ANGULAR 9"" GWS 25-230 VULCANO 2500W TC BOSCH (06018F40N0)";237084
23636;"ESMERIL ANGULAR 9"" GWS 28-230 VULCANO 2800W BOSCH (06018F60N0)";234370
23637;"ESMERIL ANGULAR 7"" GWS 25-180 VULCANO 2500W H/MUERTO BOSCH (06018F31N0)";214390
23638;"ESMERIL ANGULAR 9"" GWS 25-230 VULCANO 2500W H/MUERTO BOSCH (06018F41N0)";218510
23640;"ESMERIL ANGULAR 9"" GWS 2200-230 VULCANO 2200 W TC BOSCH (06018F20N0)";147680
23641;"ESMERIL ANGULAR 7"" GWS 2200-180 2200W BOSCH (06018F10N0)";281850
23645;FRESADORA GOF 130 1300 WT BOSCH (06016B70E0);150520
23647;"ESMERIL ANGULAR 4 1/2"" BOSCH GWS850 850 W + 3 DISCOS (06013775N2)";80050
23652;PACK BAT 2AMP 18V GBA18V+ CARG BAT 18V 2 AMP HR GAL 18-20 (0615A001W8);58280
23700;BROCA CONCRETO CYL-1 3X30X60 BLISTER BOSCH (2608590066);770
23702;BROCA CONCRETO CYL-1 4X40X75 BLISTER BOSCH (2608590068);810
23704;BROCA CONCRETO CYL-1 6X60X100 BLISTER BOSCH (2608590074);780
23706;BROCA CONCRETO CYL-1 8X80X120 BLISTER BOSCH (2608590078);1050
23708;BROCA CONCRETO CYL-1 10X80X120 BLISTER BOSCH (2608590081);1350
23710;BROCA CONCRETO CYL-1 12X90X150 BLISTER BOSCH (2608590084);2020
23712;BROCA CONCRETO CYL-1 14X90X150 BLISTER BOSCH (2608590088);2360
23722;BROCA SDS PLUS-5X CABEZA 4 LADOS DOS PAST CARB 10X250X310 BOSCH (2608706905);9620
23724;BROCA SDS PLUS-5X CABEZA 4 LADOS DOS PAST CARB 13X200X260 BOSCH (2608706922);12170
23730;"DISCO DIAMANT ECO SEGMENT UNIVERSAL 115MM 41/2"" CONCRETO BOSCH (2608615027)";6670
23732;"DISCO DIAMANT ECO SEGMENT UNIVERSAL 180MM 7"" CONCRETO BOSCH (2608615030)";16270
23734;"DISCO DIAMANT ECO SEGMENT UNIVERSAL 230MM 9"" CONCRETO BOSCH (2608615031)";21090
23736;"DISCO DIAMANT ECO SEGMENTADO 14"" 350MM-EJE20MM CONCRETO BOSCH (2608615034)";56290
